,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state
384055,redding,2095,house,1950,4,2.5,0,0,1,0,0,0,w/d hookups,attached garage,ca
384056,redding,625,apartment,500,1,1.0,0,0,1,0,0,0,no laundry on site,carport,ca
384059,redding,1140,apartment,1040,2,1.5,0,0,1,0,0,0,w/d hookups,off-street parking,ca
384060,redding,1031,manufactured,840,2,1.0,1,1,1,0,0,0,w/d hookups,carport,ca
384061,redding,1169,manufactured,1104,3,2.0,1,1,1,0,0,0,w/d hookups,carport,ca
384062,redding,875,apartment,900,1,1.0,0,1,1,0,0,0,laundry on site,detached garage,ca
384064,redding,1465,townhouse,1240,3,1.5,0,0,1,0,0,0,w/d in unit,carport,ca
384065,redding,2300,house,2345,4,2.0,0,0,0,0,0,0,laundry in bldg,attached garage,ca
384067,redding,875,apartment,800,2,1.0,0,0,1,0,0,0,laundry on site,off-street parking,ca
384068,redding,825,house,600,1,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,ca
384069,redding,1650,house,1420,3,2.5,0,0,1,0,0,0,w/d hookups,attached garage,ca
384070,redding,995,townhouse,1100,2,1.5,0,0,1,0,0,0,laundry on site,off-street parking,ca
384071,redding,995,townhouse,1000,2,1.5,0,0,1,0,0,0,laundry on site,off-street parking,ca
384072,redding,775,apartment,450,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,ca
384073,redding,1100,townhouse,1200,3,2.0,0,0,1,0,0,0,w/d in unit,attached garage,ca
384074,redding,2300,house,2100,3,2.0,0,1,1,0,0,0,w/d hookups,attached garage,ca
384076,redding,850,townhouse,1000,2,1.5,0,0,1,0,0,0,w/d hookups,attached garage,ca
384077,redding,1000,house,1400,1,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,ca
384078,redding,1700,house,2200,2,2.0,1,1,0,0,0,0,w/d hookups,attached garage,ca
384079,redding,825,apartment,688,1,1.0,0,0,0,0,0,0,laundry on site,off-street parking,ca
384080,redding,1095,apartment,1000,2,2.0,0,0,1,0,0,0,laundry on site,carport,ca
384082,redding,895,apartment,667,1,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,ca
384083,redding,995,apartment,767,2,2.0,0,0,1,0,0,0,laundry on site,carport,ca
384085,redding,1095,apartment,1000,2,2.0,0,0,1,0,0,0,laundry on site,carport,ca
384086,redding,895,apartment,667,1,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,ca
384088,redding,1095,apartment,1000,2,2.0,0,0,1,0,0,0,laundry on site,carport,ca
384089,redding,1300,house,1260,3,2.0,0,0,0,0,0,0,laundry on site,attached garage,ca
384090,redding,995,apartment,767,2,2.0,0,0,1,0,0,0,laundry on site,carport,ca
384092,redding,875,apartment,900,1,1.0,0,1,1,0,0,0,laundry on site,detached garage,ca
384093,redding,1900,house,1508,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
384094,redding,1400,townhouse,1199,2,2.5,1,1,1,0,0,0,w/d hookups,attached garage,ca
384095,redding,1350,townhouse,1086,2,2.5,0,0,1,0,0,0,w/d hookups,attached garage,ca
384096,redding,1150,townhouse,1120,2,1.5,0,0,1,0,0,0,w/d hookups,attached garage,ca
384097,redding,925,apartment,918,2,1.0,0,0,0,0,0,0,laundry on site,off-street parking,ca
384098,redding,1000,house,900,3,1.5,1,1,0,0,0,0,w/d hookups,attached garage,ca
384099,redding,1000,house,1100,2,1.0,1,1,0,0,0,0,w/d hookups,off-street parking,ca
384100,redding,1400,house,1058,3,1.0,1,1,0,0,0,0,w/d hookups,attached garage,ca
384101,redding,1625,house,1812,3,1.0,1,1,0,0,0,0,w/d hookups,attached garage,ca
384102,redding,950,house,800,2,1.0,1,1,0,0,0,0,w/d hookups,off-street parking,ca
384104,redding,975,townhouse,995,2,1.5,0,0,0,0,0,0,w/d hookups,carport,ca
384105,redding,1550,house,1610,3,2.0,0,0,0,0,0,0,w/d in unit,attached garage,ca
384107,redding,1095,house,1595,3,1.0,1,1,0,0,0,0,w/d hookups,attached garage,ca
384108,redding,1650,townhouse,1600,2,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
384109,redding,1295,house,936,3,1.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
384110,redding,1025,house,1000,2,2.0,0,1,0,0,0,0,w/d hookups,attached garage,ca
384111,redding,1395,house,1181,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
384112,redding,1495,house,1995,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
384113,redding,1200,house,1000,3,1.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
384114,redding,795,apartment,400,1,1.0,0,0,0,0,0,0,no laundry on site,off-street parking,ca
384115,redding,1395,apartment,1350,2,2.0,1,1,0,0,0,0,w/d hookups,detached garage,ca
384117,redding,2795,house,2360,4,3.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
384118,redding,1900,house,1808,4,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
384119,redding,7685,house,2000,4,2.0,0,0,0,1,0,1,w/d in unit,attached garage,ca
384122,redding,1375,apartment,1150,3,1.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
384123,redding,895,townhouse,990,2,1.5,0,0,0,0,0,0,w/d in unit,attached garage,ca
384124,redding,1850,house,1659,4,2.5,1,1,0,0,0,0,w/d hookups,attached garage,ca
384125,redding,2950,house,2100,4,2.0,0,0,0,1,0,1,w/d in unit,attached garage,ca
384126,redding,1895,house,1900,4,2.0,0,0,0,0,0,0,w/d hookups,detached garage,ca
384127,redding,1595,house,1373,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
384128,redding,1795,house,1788,3,2.0,0,0,0,0,0,0,w/d hookups,detached garage,ca
384129,redding,895,apartment,900,2,2.0,0,0,0,0,0,0,laundry on site,carport,ca
384130,redding,460,apartment,1680,3,2.0,0,0,1,0,0,0,laundry on site,off-street parking,ca
384131,redding,1200,house,1600,3,2.0,0,0,1,0,0,0,w/d in unit,attached garage,ca
384132,redding,1100,house,1100,3,1.0,0,0,0,0,0,1,laundry in bldg,off-street parking,ca
384134,redding,1850,house,1750,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca
384135,redding,1465,townhouse,1240,3,1.5,0,0,1,0,0,0,w/d in unit,carport,ca
384137,redding,1600,house,1600,4,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca
384138,redding,1600,house,1600,4,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca
384139,redding,950,apartment,1000,3,2.0,0,0,1,0,0,0,w/d hookups,off-street parking,ca
384140,redding,950,house,1300,2,2.0,0,0,1,0,0,0,w/d in unit,attached garage,ca
384141,redding,1300,house,1310,3,1.0,0,0,0,0,0,0,w/d hookups,detached garage,ca
384142,redding,715,duplex,740,2,1.0,0,0,1,0,0,0,no laundry on site,off-street parking,ca
384143,redding,1350,townhouse,1086,2,2.5,0,0,1,0,0,0,w/d hookups,attached garage,ca
384144,redding,2350,house,1996,3,2.0,1,1,0,0,0,0,w/d hookups,attached garage,ca
384145,redding,925,duplex,800,2,1.0,1,0,0,0,0,0,w/d hookups,carport,ca
384146,redding,2000,house,1863,3,2.5,0,0,0,0,0,0,w/d hookups,attached garage,ca
384148,redding,1995,house,3000,3,2.5,1,0,1,0,0,0,w/d hookups,attached garage,ca
384149,redding,645,cottage/cabin,645,1,1.0,1,1,1,0,0,0,w/d hookups,street parking,ca
384150,redding,1450,house,1314,3,2.0,1,1,0,0,0,0,w/d hookups,attached garage,ca
384151,redding,1375,apartment,1000,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
384153,redding,1465,townhouse,1240,3,1.5,0,0,1,0,0,0,w/d in unit,carport,ca
384154,redding,1350,house,1118,3,2.0,0,0,1,0,0,0,w/d hookups,attached garage,ca
384156,redding,1000,house,1345,3,2.0,1,1,1,1,0,1,w/d in unit,attached garage,ca
384157,redding,1000,house,1345,3,2.0,1,1,1,1,0,1,w/d in unit,attached garage,ca
384158,redding,1000,house,900,2,1.0,0,0,0,0,0,0,w/d hookups,off-street parking,ca
384159,redding,1600,house,1800,3,1.5,0,0,1,0,0,0,w/d in unit,detached garage,ca
384160,redding,1100,manufactured,900,2,2.0,0,0,0,0,0,0,w/d in unit,carport,ca
384161,redding,1100,manufactured,850,2,1.0,0,0,0,0,0,0,w/d in unit,carport,ca
384162,redding,1350,manufactured,1368,3,2.0,0,0,0,0,0,0,w/d in unit,carport,ca
384163,redding,1350,townhouse,1086,2,2.5,0,0,1,0,0,0,w/d hookups,attached garage,ca
384164,redding,1375,apartment,1000,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
384165,redding,1500,apartment,1148,3,2.0,1,1,0,0,0,0,w/d hookups,attached garage,ca
384166,redding,1350,townhouse,900,2,2.5,0,0,1,0,0,0,w/d hookups,attached garage,ca
384167,redding,1350,house,1400,3,1.0,0,1,1,0,0,0,laundry in bldg,off-street parking,ca
384168,redding,1400,apartment,700,1,1.0,0,0,0,0,0,1,w/d in unit,attached garage,ca
384169,redding,1700,house,1249,3,1.5,0,1,0,0,0,0,w/d hookups,attached garage,ca
384171,redding,875,apartment,900,1,1.0,0,1,1,0,0,0,laundry on site,detached garage,ca
384172,redding,1150,townhouse,1120,2,1.5,0,0,1,0,0,0,w/d hookups,attached garage,ca
384174,redding,1995,house,2595,4,2.5,0,0,0,0,0,0,w/d hookups,attached garage,ca
384175,redding,975,townhouse,995,2,1.5,0,0,0,0,0,0,w/d hookups,carport,ca
384176,redding,2150,townhouse,1678,4,2.5,0,0,1,0,0,1,laundry in bldg,attached garage,ca
384177,redding,1775,house,1650,3,2.0,1,1,0,0,0,0,w/d hookups,attached garage,ca
384179,redding,1350,flat,500,1,1.0,0,0,0,0,0,1,laundry on site,off-street parking,ca
384180,redding,875,apartment,900,1,1.0,0,1,1,0,0,0,laundry on site,detached garage,ca
384181,redding,795,apartment,400,0,1.0,0,0,0,0,0,1,laundry in bldg,off-street parking,ca
384182,redding,995,apartment,550,1,1.0,1,0,0,0,0,1,laundry in bldg,off-street parking,ca
384185,redding,1350,condo,1000,2,2.0,0,0,0,0,0,1,no laundry on site,off-street parking,ca
384186,redding,1850,house,1700,3,2.0,1,1,0,0,0,1,w/d in unit,attached garage,ca
384187,redding,1850,house,1700,3,2.0,1,1,0,0,0,1,w/d in unit,attached garage,ca
384188,redding,1375,house,1325,4,2.0,0,0,0,0,0,0,w/d hookups,detached garage,ca
384189,redding,1750,house,1501,3,2.5,0,1,0,0,0,0,laundry in bldg,attached garage,ca
384190,redding,925,house,800,2,1.0,1,0,0,0,0,0,w/d hookups,carport,ca
384191,redding,1350,flat,400,1,1.0,0,0,0,0,0,1,laundry on site,off-street parking,ca
384192,redding,978,apartment,1242,4,2.0,0,0,0,0,0,0,w/d hookups,carport,ca
384193,redding,900,apartment,1000,2,1.0,1,1,0,1,0,1,laundry in bldg,off-street parking,ca
384194,redding,800,apartment,625,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,ca
384196,redding,1475,house,1700,3,2.0,0,1,0,0,0,0,w/d hookups,off-street parking,ca
384197,redding,1700,house,1615,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
384198,redding,978,apartment,1242,4,2.0,0,0,0,0,0,0,w/d hookups,carport,ca
384199,redding,1350,apartment,1093,2,2.0,0,0,0,0,0,0,laundry on site,off-street parking,ca
384200,redding,1350,flat,500,1,1.0,0,0,0,0,0,1,laundry on site,off-street parking,ca
384201,redding,995,duplex,889,2,1.0,0,0,1,0,0,0,w/d hookups,attached garage,ca
384202,redding,1500,house,1500,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
384203,redding,1350,flat,500,1,1.0,0,0,0,0,0,1,laundry on site,off-street parking,ca
384204,redding,995,house,2010,3,2.0,0,0,0,0,0,1,w/d in unit,carport,ca
384205,redding,460,apartment,840,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,ca
384206,redding,460,apartment,1440,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,ca
384207,redding,1800,house,1800,3,1.5,0,0,0,0,0,1,w/d in unit,detached garage,ca
384208,redding,2000,manufactured,1300,2,1.0,0,0,0,0,0,1,laundry in bldg,carport,ca
384209,redding,895,townhouse,1000,2,1.5,0,0,0,0,0,0,w/d in unit,attached garage,ca
384210,redding,1195,house,1020,3,2.0,0,0,0,0,0,0,w/d hookups,off-street parking,ca
384211,redding,1850,house,1692,3,2.0,0,0,0,0,0,1,w/d in unit,detached garage,ca
384212,redding,2000,house,1900,3,2.0,1,1,0,0,0,0,w/d hookups,off-street parking,ca
384213,redding,1500,house,1500,3,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,ca
384214,redding,1250,in-law,511,0,1.0,0,0,0,0,0,1,w/d in unit,street parking,ca
384215,redding,800,apartment,700,2,1.0,1,0,1,0,0,0,laundry on site,carport,ca
384216,reno / tahoe,1800,house,1960,4,2.5,0,0,1,0,0,0,w/d in unit,attached garage,ca
384217,redding,1150,townhouse,1120,2,1.5,0,0,1,0,0,0,w/d hookups,attached garage,ca
384218,redding,2195,house,2155,3,2.5,0,0,0,0,0,0,w/d in unit,attached garage,ca
384219,redding,1850,house,1692,3,2.0,0,0,0,0,0,1,w/d in unit,detached garage,ca
384220,redding,1800,townhouse,1726,3,2.5,0,0,1,0,0,0,w/d in unit,attached garage,ca
384221,redding,1300,house,1000,2,1.0,0,1,1,0,0,0,w/d hookups,detached garage,ca
384222,redding,1770,house,1800,4,2.0,0,0,1,0,0,0,w/d hookups,attached garage,ca
384223,redding,1400,house,1250,3,2.0,0,0,1,0,0,1,w/d in unit,attached garage,ca
384224,redding,775,cottage/cabin,800,1,1.0,0,0,0,0,0,0,laundry on site,carport,ca
384225,redding,2700,condo,950,2,1.5,0,0,0,0,0,0,laundry on site,carport,ca
384227,redding,1850,house,1700,3,2.0,1,1,0,0,1,1,w/d in unit,detached garage,ca
384230,redding,2150,townhouse,2050,3,2.5,0,0,0,0,0,0,w/d in unit,attached garage,ca
384231,redding,795,apartment,900,2,1.5,0,0,0,0,0,0,no laundry on site,off-street parking,ca
384232,redding,2300,house,2100,5,2.0,0,0,0,0,0,1,w/d in unit,attached garage,ca
384233,redding,1995,condo,1608,3,2.5,1,1,0,0,0,0,w/d in unit,attached garage,ca
384234,redding,1350,apartment,1150,3,1.0,0,0,1,0,0,0,w/d hookups,attached garage,ca
384235,redding,1800,house,2225,3,2.0,0,0,0,0,0,0,w/d hookups,off-street parking,ca
384237,redding,800,apartment,700,1,1.0,1,0,0,0,0,0,laundry on site,carport,ca
384238,redding,1450,townhouse,1600,2,2.5,0,0,1,0,0,0,w/d in unit,attached garage,ca
384239,redding,1350,apartment,1000,3,1.0,0,0,0,0,0,1,laundry on site,street parking,ca
384240,redding,1200,duplex,1144,2,2.0,0,0,1,0,0,0,w/d hookups,attached garage,ca
384243,reno / tahoe,2600,house,2902,3,3.5,0,0,0,0,0,0,w/d hookups,attached garage,ca
384245,reno / tahoe,1700,duplex,1400,4,1.0,0,1,1,0,0,0,w/d hookups,off-street parking,ca
384247,reno / tahoe,1195,apartment,900,2,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,ca
384248,reno / tahoe,1518,apartment,1171,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384251,reno / tahoe,2145,apartment,1380,3,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
384253,reno / tahoe,1530,apartment,1171,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384254,reno / tahoe,1200,apartment,1015,2,2.0,0,0,1,0,0,0,w/d hookups,carport,ca
384255,reno / tahoe,279,apartment,220,0,1.0,0,0,0,0,0,1,laundry on site,no parking,ca
384256,reno / tahoe,1225,apartment,648,1,1.0,1,1,1,0,0,1,laundry on site,carport,ca
384257,reno / tahoe,1558,apartment,1300,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384258,reno / tahoe,1225,apartment,648,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
384259,reno / tahoe,1425,condo,918,2,2.0,0,0,0,0,0,0,w/d in unit,carport,ca
384260,reno / tahoe,1458,apartment,1300,1,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384261,reno / tahoe,1225,apartment,648,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
384262,reno / tahoe,1162,apartment,698,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
384263,reno / tahoe,1086,apartment,720,1,1.0,1,1,1,0,0,0,laundry in bldg,carport,ca
384267,reno / tahoe,1249,apartment,665,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
384268,reno / tahoe,1699,apartment,1304,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,ca
384269,reno / tahoe,1675,townhouse,1288,3,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384275,reno / tahoe,1360,apartment,900,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384280,reno / tahoe,1699,apartment,1304,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,ca
384281,reno / tahoe,1699,apartment,1304,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,ca
384282,reno / tahoe,749,apartment,560,1,1.0,0,0,0,0,0,0,laundry on site,off-street parking,ca
384283,reno / tahoe,2030,apartment,1713,3,2.5,1,1,1,0,0,0,w/d in unit,attached garage,ca
384284,reno / tahoe,614,apartment,324,0,1.0,0,0,0,0,0,0,laundry on site,off-street parking,ca
384285,reno / tahoe,1745,apartment,1098,3,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
384286,reno / tahoe,1429,apartment,1121,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384287,reno / tahoe,1265,apartment,860,2,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
384289,reno / tahoe,1148,apartment,1145,3,2.0,1,1,0,0,0,0,w/d in unit,no parking,ca
384291,reno / tahoe,1558,apartment,1300,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384292,reno / tahoe,1599,apartment,978,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
384293,reno / tahoe,1095,apartment,708,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384294,reno / tahoe,1485,apartment,1117,3,2.0,1,1,1,0,0,0,laundry in bldg,attached garage,ca
384298,reno / tahoe,2295,apartment,1347,3,2.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
384299,reno / tahoe,1295,apartment,957,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384300,reno / tahoe,1616,apartment,1134,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384302,reno / tahoe,1699,apartment,1047,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384308,reno / tahoe,1132,apartment,1117,3,2.0,1,1,1,0,0,0,laundry in bldg,attached garage,ca
384309,reno / tahoe,1649,apartment,1077,2,2.0,1,1,0,1,0,0,w/d in unit,carport,ca
384311,reno / tahoe,1095,apartment,708,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
384312,reno / tahoe,1790,house,1845,4,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
384313,reno / tahoe,1525,apartment,1007,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
384314,reno / tahoe,309,apartment,250,1,1.0,1,1,1,1,0,1,laundry on site,street parking,ca
384315,reno / tahoe,1475,apartment,706,1,1.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
384318,reno / tahoe,1095,apartment,708,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
384319,reno / tahoe,1620,apartment,1132,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage,ca
384322,reno / tahoe,1225,apartment,648,1,1.0,1,1,1,0,0,1,laundry on site,carport,ca
384324,reno / tahoe,1225,apartment,648,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
384325,reno / tahoe,1504,apartment,997,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384327,reno / tahoe,980,apartment,580,1,1.0,1,1,0,1,0,0,laundry in bldg,carport,ca
384328,reno / tahoe,1508,apartment,1171,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384329,reno / tahoe,1199,apartment,860,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca
384330,reno / tahoe,1781,apartment,680,1,1.0,1,1,1,0,0,1,w/d in unit,carport,ca
384331,reno / tahoe,1156,apartment,620,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
384333,reno / tahoe,1195,apartment,900,2,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,ca
384334,reno / tahoe,1488,apartment,1300,1,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384336,reno / tahoe,1300,apartment,960,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
384337,reno / tahoe,229,apartment,200,1,1.0,0,0,0,1,0,1,laundry on site,off-street parking,ca
384339,reno / tahoe,1250,apartment,960,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
384342,reno / tahoe,1045,apartment,650,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
384345,reno / tahoe,1400,house,1156,2,1.0,0,0,1,0,0,0,w/d in unit,attached garage,ca
384346,reno / tahoe,1750,apartment,1096,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
384347,sacramento,1480,condo,994,2,2.0,0,0,1,0,0,0,w/d in unit,street parking,ca
384348,reno / tahoe,279,apartment,220,0,1.0,0,0,0,0,0,1,laundry on site,no parking,ca
384350,reno / tahoe,1845,apartment,1501,3,2.0,1,1,1,0,0,0,laundry in bldg,carport,ca
384351,reno / tahoe,1201,apartment,700,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca
384353,reno / tahoe,1150,duplex,625,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,ca
384354,reno / tahoe,1025,apartment,650,1,1.0,0,0,0,0,0,0,w/d in unit,street parking,ca
384356,reno / tahoe,1665,apartment,1290,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ca
384357,reno / tahoe,1230,apartment,655,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
384358,reno / tahoe,1454,apartment,976,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384360,reno / tahoe,1799,apartment,1320,3,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
384361,reno / tahoe,1599,apartment,978,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
384364,reno / tahoe,1800,apartment,1438,3,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
384365,reno / tahoe,1148,apartment,1145,3,2.0,1,1,0,0,0,0,w/d in unit,no parking,ca
384366,reno / tahoe,1666,apartment,1142,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ca
384368,reno / tahoe,1255,apartment,782,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,ca
384369,reno / tahoe,1699,apartment,1304,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,ca
384371,reno / tahoe,1525,apartment,1053,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
384375,reno / tahoe,260,apartment,195,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,ca
384376,reno / tahoe,1750,townhouse,1400,2,2.5,0,1,0,0,0,0,w/d in unit,attached garage,ca
384378,reno / tahoe,2200,apartment,1283,3,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
384379,reno / tahoe,1399,apartment,719,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
384381,reno / tahoe,1599,apartment,978,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
384382,reno / tahoe,1800,apartment,1303,3,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
384383,reno / tahoe,1100,duplex,600,1,1.0,0,0,0,0,0,0,w/d in unit,attached garage,ca
384384,reno / tahoe,1485,apartment,1117,3,2.0,1,1,1,0,0,0,laundry in bldg,attached garage,ca
384387,reno / tahoe,1132,apartment,1117,3,2.0,1,1,1,0,0,0,laundry in bldg,attached garage,ca
384391,reno / tahoe,1699,apartment,1269,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
384392,reno / tahoe,1241,apartment,840,2,1.0,1,1,1,0,0,0,laundry in bldg,carport,ca
384395,reno / tahoe,1260,apartment,825,2,1.0,1,1,0,1,0,0,laundry in bldg,carport,ca
