region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state,ER,sqfeet/p,price/p,laundry_score,parking_score
SF bay area,2400,flat,800,1,1.0,0,0,0,0,0,1,w/d in unit,off-street parking,ca,1,800.0,2400.0,5,3
SF bay area,2400,flat,800,1,1.0,0,0,0,0,0,1,w/d in unit,off-street parking,ca,1,800.0,2400.0,5,3
SF bay area,2400,flat,800,1,1.0,0,0,0,0,0,1,w/d in unit,off-street parking,ca,1,800.0,2400.0,5,3
SF bay area,3000,condo,740,1,1.0,0,0,0,1,0,0,w/d in unit,attached garage,ca,1,740.0,3000.0,5,6
SF bay area,2400,flat,800,1,1.0,0,0,0,0,0,1,w/d in unit,off-street parking,ca,1,800.0,2400.0,5,3
SF bay area,4500,apartment,1100,3,1.0,1,1,1,0,0,0,w/d in unit,street parking,ca,3,366.6666666666667,1500.0,5,2
SF bay area,3000,house,2108,4,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ca,4,527.0,750.0,5,6
SF bay area,3395,apartment,935,2,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,467.5,1697.5,5,4
SF bay area,2250,duplex,920,2,1.0,1,1,0,0,0,0,w/d in unit,detached garage,ca,2,460.0,1125.0,5,5
ventura county,2499,apartment,1201,3,2.0,1,1,0,1,0,0,w/d in unit,attached garage,ca,3,400.3333333333333,833.0,5,6
SF bay area,20000,house,6500,7,5.5,0,0,0,0,0,1,w/d in unit,street parking,ca,7,928.5714285714286,2857.1428571428573,5,2
SF bay area,1950,townhouse,1006,2,1.5,0,0,0,0,0,0,w/d in unit,carport,ca,2,503.0,975.0,5,4
SF bay area,2400,apartment,765,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,765.0,2400.0,2,4
SF bay area,3600,apartment,1200,3,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,ca,3,400.0,1200.0,5,3
SF bay area,2350,apartment,650,1,1.0,0,0,0,0,0,0,laundry on site,carport,ca,1,650.0,2350.0,2,4
SF bay area,2950,apartment,1027,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,513.5,1475.0,5,4
SF bay area,2295,house,908,2,1.0,1,0,0,0,0,0,w/d in unit,street parking,ca,2,454.0,1147.5,5,2
SF bay area,1700,apartment,1000,1,1.0,0,1,0,0,0,1,w/d in unit,street parking,ca,1,1000.0,1700.0,5,2
SF bay area,2500,apartment,1100,3,1.5,1,1,1,0,0,0,no laundry on site,off-street parking,ca,3,366.6666666666667,833.3333333333334,1,3
SF bay area,1670,house,420,2,1.0,0,0,0,0,0,1,w/d in unit,carport,ca,2,210.0,835.0,5,4
SF bay area,2695,apartment,868,2,1.0,1,0,1,0,0,0,laundry on site,carport,ca,2,434.0,1347.5,2,4
SF bay area,2950,condo,1181,3,2.0,1,1,1,0,0,0,laundry on site,carport,ca,3,393.6666666666667,983.3333333333334,2,4
SF bay area,4500,house,2600,4,2.5,0,0,1,0,0,0,w/d in unit,attached garage,ca,4,650.0,1125.0,5,6
SF bay area,3450,duplex,1400,4,2.0,1,1,1,0,0,0,w/d hookups,carport,ca,4,350.0,862.5,4,4
SF bay area,2200,in-law,670,2,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,ca,2,335.0,1100.0,3,3
SF bay area,3000,house,1500,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca,3,500.0,1000.0,4,6
SF bay area,3700,townhouse,2158,3,3.0,1,1,0,0,0,0,w/d in unit,attached garage,ca,3,719.3333333333334,1233.3333333333333,5,6
SF bay area,4250,house,1620,2,1.0,0,0,0,0,0,0,w/d in unit,attached garage,ca,2,810.0,2125.0,5,6
SF bay area,3000,apartment,650,1,1.0,0,0,1,0,0,0,w/d in unit,attached garage,ca,1,650.0,3000.0,5,6
SF bay area,1500,apartment,520,1,1.0,0,0,0,0,0,0,laundry on site,street parking,ca,1,520.0,1500.0,2,2
SF bay area,1500,apartment,300,1,1.0,1,1,0,0,0,1,laundry on site,attached garage,ca,1,300.0,1500.0,2,6
SF bay area,3143,apartment,1134,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,567.0,1571.5,5,4
SF bay area,3349,apartment,1226,2,2.0,1,0,1,0,0,0,w/d in unit,attached garage,ca,2,613.0,1674.5,5,6
SF bay area,5650,condo,1586,2,2.5,0,0,0,0,0,0,w/d in unit,attached garage,ca,2,793.0,2825.0,5,6
SF bay area,2600,house,2000,3,2.5,0,0,0,0,0,0,w/d in unit,attached garage,ca,3,666.6666666666666,866.6666666666666,5,6
SF bay area,2950,townhouse,2400,3,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,3,800.0,983.3333333333334,5,4
SF bay area,2950,townhouse,2400,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,ca,3,800.0,983.3333333333334,5,3
SF bay area,2950,townhouse,2400,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,ca,3,800.0,983.3333333333334,5,3
SF bay area,2580,apartment,424,0,1.0,1,1,0,0,0,0,w/d in unit,detached garage,ca,1,424.0,2580.0,5,5
SF bay area,3100,house,1400,2,1.0,0,0,0,0,0,0,no laundry on site,street parking,ca,2,700.0,1550.0,1,2
SF bay area,1500,apartment,300,1,1.0,1,1,0,0,0,1,laundry on site,attached garage,ca,1,300.0,1500.0,2,6
SF bay area,4200,house,1798,4,3.0,0,0,0,0,0,0,w/d hookups,attached garage,ca,4,449.5,1050.0,4,6
SF bay area,2900,duplex,1200,3,2.0,0,0,1,0,0,0,laundry on site,attached garage,ca,3,400.0,966.6666666666666,2,6
SF bay area,1600,condo,787,1,1.0,1,1,1,1,0,1,w/d in unit,attached garage,ca,1,787.0,1600.0,5,6
SF bay area,3775,duplex,1200,2,1.5,0,0,1,0,0,0,w/d in unit,carport,ca,2,600.0,1887.5,5,4
SF bay area,2795,apartment,840,2,1.5,1,0,1,0,0,0,laundry on site,carport,ca,2,420.0,1397.5,2,4
SF bay area,2600,house,1900,3,2.5,1,0,1,0,0,0,w/d in unit,attached garage,ca,3,633.3333333333334,866.6666666666666,5,6
SF bay area,3380,townhouse,1643,3,3.0,0,0,0,0,0,0,w/d in unit,attached garage,ca,3,547.6666666666666,1126.6666666666667,5,6
SF bay area,6850,house,2571,5,4.0,0,0,0,0,0,0,laundry on site,detached garage,ca,5,514.2,1370.0,2,5
SF bay area,3800,townhouse,1350,3,2.5,0,0,0,0,0,0,w/d in unit,detached garage,ca,3,450.0,1266.6666666666667,5,5
SF bay area,3400,house,1000,2,1.0,0,0,0,0,0,0,laundry in bldg,street parking,ca,2,500.0,1700.0,3,2
SF bay area,2070,apartment,813,1,1.0,1,1,0,1,0,0,w/d in unit,detached garage,ca,1,813.0,2070.0,5,5
SF bay area,2750,in-law,520,1,1.0,0,0,0,0,0,0,w/d in unit,street parking,ca,1,520.0,2750.0,5,2
SF bay area,5800,house,1300,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ca,3,433.3333333333333,1933.3333333333333,5,6
SF bay area,2795,apartment,900,2,1.0,0,0,1,0,0,0,laundry in bldg,carport,ca,2,450.0,1397.5,3,4
SF bay area,2795,apartment,900,2,1.0,0,0,1,0,0,0,laundry in bldg,carport,ca,2,450.0,1397.5,3,4
SF bay area,13995,house,3300,5,3.0,1,1,1,0,0,0,w/d in unit,off-street parking,ca,5,660.0,2799.0,5,3
SF bay area,2588,duplex,700,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,ca,1,700.0,2588.0,5,6
SF bay area,2500,condo,937,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,468.5,1250.0,5,4
SF bay area,1995,apartment,700,1,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,ca,1,700.0,1995.0,3,3
SF bay area,1820,apartment,550,1,1.0,0,0,0,0,0,0,laundry in bldg,street parking,ca,1,550.0,1820.0,3,2
SF bay area,2700,apartment,800,1,1.0,0,0,0,0,0,0,laundry in bldg,street parking,ca,1,800.0,2700.0,3,2
SF bay area,2895,condo,1301,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,ca,2,650.5,1447.5,5,5
SF bay area,2695,apartment,652,1,1.0,1,1,0,0,1,0,w/d in unit,carport,ca,1,652.0,2695.0,5,4
SF bay area,4900,house,3799,4,4.0,0,0,1,0,0,0,w/d in unit,attached garage,ca,4,949.75,1225.0,5,6
SF bay area,2895,condo,1301,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage,ca,2,650.5,1447.5,5,5
SF bay area,1995,apartment,700,1,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,ca,1,700.0,1995.0,3,3
SF bay area,4795,house,1200,3,2.5,1,1,1,0,0,0,w/d in unit,off-street parking,ca,3,400.0,1598.3333333333333,5,3
SF bay area,1995,apartment,700,1,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,ca,1,700.0,1995.0,3,3
SF bay area,1645,apartment,325,0,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,ca,1,325.0,1645.0,3,3
SF bay area,2600,apartment,825,2,1.0,0,0,1,0,0,0,laundry on site,carport,ca,2,412.5,1300.0,2,4
SF bay area,2600,apartment,825,2,1.0,0,0,1,0,0,0,laundry on site,carport,ca,2,412.5,1300.0,2,4
SF bay area,2995,apartment,800,1,1.0,0,0,0,0,0,0,laundry on site,off-street parking,ca,1,800.0,2995.0,2,3
SF bay area,3155,apartment,1040,2,2.5,1,1,0,0,0,0,w/d in unit,carport,ca,2,520.0,1577.5,5,4
SF bay area,2200,condo,750,1,1.0,1,1,1,1,0,1,w/d in unit,attached garage,ca,1,750.0,2200.0,5,6
SF bay area,4900,apartment,600,1,1.0,1,1,0,0,0,1,laundry in bldg,attached garage,ca,1,600.0,4900.0,3,6
SF bay area,1700,apartment,375,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,ca,1,375.0,1700.0,5,3
SF bay area,3600,house,1800,3,2.0,1,1,0,0,0,0,w/d in unit,attached garage,ca,3,600.0,1200.0,5,6
SF bay area,1850,apartment,350,1,1.0,1,1,0,0,0,0,w/d in unit,street parking,ca,1,350.0,1850.0,5,2
SF bay area,3800,house,2400,3,2.5,1,1,1,0,0,0,w/d in unit,attached garage,ca,3,800.0,1266.6666666666667,5,6
SF bay area,3200,house,1530,3,3.5,1,1,0,0,0,0,w/d in unit,attached garage,ca,3,510.0,1066.6666666666667,5,6
SF bay area,2100,house,1635,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ca,3,545.0,700.0,5,6
SF bay area,3600,house,2400,3,2.5,1,1,0,0,1,0,w/d in unit,attached garage,ca,3,800.0,1200.0,5,6
SF bay area,2200,apartment,400,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,ca,1,400.0,2200.0,5,3
SF bay area,3600,house,2400,3,2.5,1,1,0,0,0,0,laundry in bldg,attached garage,ca,3,800.0,1200.0,3,6
SF bay area,1875,condo,478,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage,ca,1,478.0,1875.0,5,6
SF bay area,2400,apartment,1050,2,1.5,0,0,1,0,0,0,laundry on site,carport,ca,2,525.0,1200.0,2,4
SF bay area,4650,condo,824,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,ca,1,824.0,4650.0,5,6
SF bay area,5300,house,1450,5,3.0,1,1,1,0,0,0,laundry on site,attached garage,ca,5,290.0,1060.0,2,6
SF bay area,2500,apartment,450,0,1.0,0,0,1,0,0,0,laundry in bldg,attached garage,ca,1,450.0,2500.0,3,6
SF bay area,3995,apartment,1000,1,1.0,1,1,1,0,0,0,laundry in bldg,attached garage,ca,1,1000.0,3995.0,3,6
SF bay area,4795,apartment,1200,2,1.0,1,1,1,0,0,0,laundry in bldg,attached garage,ca,2,600.0,2397.5,3,6
SF bay area,3650,condo,1034,2,2.0,0,1,1,0,0,0,w/d in unit,attached garage,ca,2,517.0,1825.0,5,6
SF bay area,5200,house,1925,4,2.5,0,0,0,0,0,0,w/d in unit,attached garage,ca,4,481.25,1300.0,5,6
SF bay area,5655,house,1860,4,2.5,0,0,1,0,0,0,w/d in unit,attached garage,ca,4,465.0,1413.75,5,6
SF bay area,3475,house,1916,3,2.5,0,0,1,0,0,0,w/d in unit,attached garage,ca,3,638.6666666666666,1158.3333333333333,5,6
SF bay area,5500,apartment,1800,2,1.5,1,0,1,0,0,0,laundry in bldg,attached garage,ca,2,900.0,2750.0,3,6
SF bay area,18995,house,2904,5,4.0,1,1,1,0,0,1,w/d in unit,attached garage,ca,5,580.8,3799.0,5,6
SF bay area,2725,apartment,401,0,1.0,1,1,0,0,0,0,w/d in unit,detached garage,ca,1,401.0,2725.0,5,5
SF bay area,2195,apartment,700,1,1.0,1,0,1,0,0,0,laundry on site,carport,ca,1,700.0,2195.0,2,4
SF bay area,3025,apartment,1050,2,2.0,0,0,0,0,0,0,laundry in bldg,attached garage,ca,2,525.0,1512.5,3,6
SF bay area,2595,apartment,725,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,725.0,2595.0,2,4
SF bay area,2300,house,965,2,1.5,0,1,1,0,0,0,w/d hookups,attached garage,ca,2,482.5,1150.0,4,6
SF bay area,9999,condo,2000,2,2.0,0,0,0,0,0,0,w/d in unit,carport,ca,2,1000.0,4999.5,5,4
SF bay area,2850,apartment,1008,2,1.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,504.0,1425.0,5,4
SF bay area,1950,apartment,450,1,1.0,0,0,0,0,0,1,w/d in unit,street parking,ca,1,450.0,1950.0,5,2
SF bay area,5380,apartment,952,2,2.0,1,1,0,0,0,1,w/d in unit,street parking,ca,2,476.0,2690.0,5,2
SF bay area,2800,house,800,1,1.0,0,0,0,0,0,1,w/d in unit,carport,ca,1,800.0,2800.0,5,4
SF bay area,2775,apartment,1012,2,2.0,0,0,0,0,0,0,w/d in unit,attached garage,ca,2,506.0,1387.5,5,6
SF bay area,2775,townhouse,1012,2,2.0,0,0,0,0,0,0,w/d in unit,attached garage,ca,2,506.0,1387.5,5,6
SF bay area,2775,townhouse,1012,2,2.0,0,0,0,0,0,0,w/d in unit,attached garage,ca,2,506.0,1387.5,5,6
SF bay area,2775,townhouse,1012,2,2.0,0,0,0,0,0,0,w/d in unit,attached garage,ca,2,506.0,1387.5,5,6
SF bay area,2775,townhouse,1012,2,2.0,0,0,0,0,0,0,w/d in unit,attached garage,ca,2,506.0,1387.5,5,6
SF bay area,2900,apartment,600,1,1.0,0,0,0,0,0,0,no laundry on site,street parking,ca,1,600.0,2900.0,1,2
SF bay area,2725,condo,800,1,1.0,0,0,0,0,0,0,laundry in bldg,attached garage,ca,1,800.0,2725.0,3,6
SF bay area,7500,house,1550,5,2.0,0,0,0,0,0,0,w/d hookups,street parking,ca,5,310.0,1500.0,4,2
SF bay area,3800,house,1325,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca,3,441.6666666666667,1266.6666666666667,4,6
SF bay area,2850,apartment,1050,2,1.0,0,0,0,0,0,0,laundry on site,attached garage,ca,2,525.0,1425.0,2,6
SF bay area,7100,condo,2000,3,3.5,0,0,1,0,0,0,w/d in unit,attached garage,ca,3,666.6666666666666,2366.6666666666665,5,6
ventura county,2350,apartment,1188,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,594.0,1175.0,5,4
SF bay area,1695,apartment,450,1,1.0,0,0,0,0,0,0,laundry on site,street parking,ca,1,450.0,1695.0,2,2
SF bay area,1695,apartment,450,1,1.0,0,0,0,0,0,0,laundry on site,street parking,ca,1,450.0,1695.0,2,2
SF bay area,3695,apartment,1200,3,2.0,1,0,0,0,0,0,laundry on site,detached garage,ca,3,400.0,1231.6666666666667,2,5
SF bay area,1795,apartment,450,0,1.0,0,0,0,0,0,0,laundry on site,street parking,ca,1,450.0,1795.0,2,2
SF bay area,3595,townhouse,1600,2,2.5,0,0,0,0,0,0,w/d in unit,off-street parking,ca,2,800.0,1797.5,5,3
SF bay area,2500,house,779,2,1.0,0,0,1,0,0,0,w/d in unit,off-street parking,ca,2,389.5,1250.0,5,3
SF bay area,5050,house,2500,5,3.0,0,0,0,1,0,1,w/d in unit,off-street parking,ca,5,500.0,1010.0,5,3
SF bay area,5050,house,2500,5,3.0,0,0,0,1,0,1,w/d in unit,off-street parking,ca,5,500.0,1010.0,5,3
SF bay area,4000,apartment,1100,2,2.0,0,0,0,1,0,0,w/d in unit,attached garage,ca,2,550.0,2000.0,5,6
SF bay area,6475,duplex,2500,5,3.0,0,0,0,0,0,0,w/d in unit,street parking,ca,5,500.0,1295.0,5,2
SF bay area,2965,apartment,1149,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,574.5,1482.5,5,4
SF bay area,3918,apartment,673,0,1.0,1,1,0,1,1,0,w/d in unit,detached garage,ca,1,673.0,3918.0,5,5
SF bay area,2050,apartment,310,0,1.0,0,0,0,0,0,0,laundry in bldg,street parking,ca,1,310.0,2050.0,3,2
SF bay area,1965,apartment,405,0,1.0,1,1,0,0,0,0,laundry on site,detached garage,ca,1,405.0,1965.0,2,5
SF bay area,5000,house,1700,4,2.0,1,1,0,0,0,0,w/d hookups,attached garage,ca,4,425.0,1250.0,4,6
SF bay area,2420,apartment,453,0,1.0,1,1,0,0,0,0,w/d in unit,attached garage,ca,1,453.0,2420.0,5,6
SF bay area,2850,apartment,680,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,680.0,2850.0,5,4
SF bay area,1098,house,1848,4,2.5,0,0,0,0,0,0,w/d in unit,attached garage,ca,4,462.0,274.5,5,6
SF bay area,8000,apartment,1950,2,2.0,0,0,0,0,0,0,w/d in unit,attached garage,ca,2,975.0,4000.0,5,6
SF bay area,3099,apartment,975,2,2.0,0,0,0,1,0,0,w/d in unit,carport,ca,2,487.5,1549.5,5,4
SF bay area,2450,apartment,900,2,1.0,1,0,1,0,0,0,laundry on site,carport,ca,2,450.0,1225.0,2,4
SF bay area,4965,apartment,739,2,1.0,1,1,0,1,0,0,w/d in unit,attached garage,ca,2,369.5,2482.5,5,6
SF bay area,1500,apartment,400,1,1.0,1,1,0,0,0,1,laundry on site,street parking,ca,1,400.0,1500.0,2,2
SF bay area,2704,apartment,1010,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,505.0,1352.0,5,4
SF bay area,4500,house,1330,3,2.0,1,1,0,0,0,0,laundry on site,attached garage,ca,3,443.3333333333333,1500.0,2,6
SF bay area,3950,house,1950,3,3.0,0,0,0,0,0,0,w/d in unit,attached garage,ca,3,650.0,1316.6666666666667,5,6
SF bay area,2550,apartment,875,2,1.0,1,0,1,0,0,0,laundry on site,carport,ca,2,437.5,1275.0,2,4
SF bay area,2100,house,1350,4,2.0,1,1,0,0,0,0,w/d hookups,attached garage,ca,4,337.5,525.0,4,6
SF bay area,2950,apartment,900,2,2.0,1,0,1,0,0,0,laundry in bldg,carport,ca,2,450.0,1475.0,3,4
SF bay area,1950,apartment,700,2,1.0,0,0,1,0,0,0,w/d in unit,street parking,ca,2,350.0,975.0,5,2
SF bay area,2820,apartment,950,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,475.0,1410.0,5,4
SF bay area,4000,flat,1500,2,1.0,1,1,0,0,0,0,laundry in bldg,attached garage,ca,2,750.0,2000.0,3,6
SF bay area,3500,apartment,1300,3,2.0,0,0,0,0,0,0,laundry in bldg,off-street parking,ca,3,433.3333333333333,1166.6666666666667,3,3
SF bay area,3370,apartment,816,1,1.0,1,1,0,1,1,0,w/d in unit,attached garage,ca,1,816.0,3370.0,5,6
SF bay area,2416,apartment,665,1,1.0,1,1,0,1,1,0,w/d in unit,attached garage,ca,1,665.0,2416.0,5,6
SF bay area,3950,apartment,1280,2,1.0,0,0,0,0,0,0,w/d in unit,no parking,ca,2,640.0,1975.0,5,1
SF bay area,2580,apartment,424,0,1.0,1,1,0,0,0,0,w/d in unit,detached garage,ca,1,424.0,2580.0,5,5
SF bay area,3290,condo,1078,1,1.0,1,1,0,0,0,0,laundry in bldg,attached garage,ca,1,1078.0,3290.0,3,6
SF bay area,4250,flat,1000,2,1.0,0,0,1,0,0,0,w/d in unit,no parking,ca,2,500.0,2125.0,5,1
SF bay area,4250,flat,1000,2,1.0,0,0,1,0,0,0,w/d in unit,no parking,ca,2,500.0,2125.0,5,1
SF bay area,3190,house,1320,3,2.0,0,0,1,0,0,0,w/d hookups,off-street parking,ca,3,440.0,1063.3333333333333,4,3
SF bay area,2845,apartment,950,2,1.0,0,0,1,0,0,0,laundry on site,carport,ca,2,475.0,1422.5,2,4
SF bay area,2195,apartment,700,1,1.0,1,0,1,0,0,0,laundry on site,carport,ca,1,700.0,2195.0,2,4
SF bay area,2935,apartment,871,1,1.0,1,1,0,1,1,0,w/d in unit,detached garage,ca,1,871.0,2935.0,5,5
SF bay area,3450,duplex,1400,4,2.0,1,1,1,0,0,0,w/d hookups,carport,ca,4,350.0,862.5,4,4
SF bay area,2650,apartment,688,1,1.0,1,0,1,0,0,0,laundry on site,carport,ca,1,688.0,2650.0,2,4
SF bay area,3210,apartment,1141,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,570.5,1605.0,5,4
SF bay area,2414,apartment,870,2,1.0,1,1,0,0,0,0,laundry on site,carport,ca,2,435.0,1207.0,2,4
SF bay area,2495,apartment,800,2,1.0,0,0,1,0,0,0,no laundry on site,carport,ca,2,400.0,1247.5,1,4
SF bay area,3999,house,2520,4,2.0,1,0,0,0,0,1,w/d in unit,attached garage,ca,4,630.0,999.75,5,6
SF bay area,2000,apartment,915,1,1.0,1,1,1,1,1,1,w/d in unit,attached garage,ca,1,915.0,2000.0,5,6
SF bay area,4950,townhouse,1637,3,3.5,0,0,0,0,0,0,w/d in unit,attached garage,ca,3,545.6666666666666,1650.0,5,6
SF bay area,4045,apartment,605,1,1.0,1,1,0,0,0,1,w/d in unit,street parking,ca,1,605.0,4045.0,5,2
SF bay area,3800,townhouse,1879,4,3.5,1,1,0,0,0,0,laundry on site,attached garage,ca,4,469.75,950.0,2,6
SF bay area,4850,apartment,1387,3,3.0,1,1,0,0,1,1,w/d in unit,carport,ca,3,462.3333333333333,1616.6666666666667,5,4
SF bay area,2550,apartment,728,2,1.0,1,0,0,0,0,1,no laundry on site,off-street parking,ca,2,364.0,1275.0,1,3
SF bay area,1995,apartment,650,1,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,ca,1,650.0,1995.0,3,3
SF bay area,2199,apartment,773,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca,1,773.0,2199.0,5,4
SF bay area,2465,apartment,780,1,1.0,1,1,0,1,0,0,w/d in unit,carport,ca,1,780.0,2465.0,5,4
SF bay area,2451,apartment,1175,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,587.5,1225.5,5,4
SF bay area,2100,apartment,665,1,1.0,1,1,1,1,1,1,w/d in unit,attached garage,ca,1,665.0,2100.0,5,6
SF bay area,5250,house,1950,3,2.0,0,0,1,0,0,0,w/d in unit,off-street parking,ca,3,650.0,1750.0,5,3
SF bay area,2905,apartment,560,0,1.0,0,0,1,0,0,0,w/d in unit,attached garage,ca,1,560.0,2905.0,5,6
SF bay area,3265,apartment,790,2,1.0,1,1,0,1,0,0,w/d in unit,attached garage,ca,2,395.0,1632.5,5,6
SF bay area,3095,condo,1139,1,1.0,1,1,1,1,0,1,w/d in unit,attached garage,ca,1,1139.0,3095.0,5,6
SF bay area,3900,house,2300,3,2.5,0,0,0,0,0,1,w/d in unit,street parking,ca,3,766.6666666666666,1300.0,5,2
SF bay area,2646,apartment,708,1,1.0,0,1,0,0,1,0,w/d in unit,attached garage,ca,1,708.0,2646.0,5,6
SF bay area,2590,apartment,780,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca,1,780.0,2590.0,5,4
SF bay area,2422,apartment,1175,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,587.5,1211.0,5,4
SF bay area,1626,apartment,579,1,1.0,1,1,0,0,0,0,laundry on site,carport,ca,1,579.0,1626.0,2,4
SF bay area,2246,apartment,700,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca,1,700.0,2246.0,5,4
SF bay area,3005,apartment,1012,2,2.0,0,0,1,0,0,0,w/d in unit,attached garage,ca,2,506.0,1502.5,5,6
SF bay area,1600,condo,1149,2,1.0,1,1,1,0,0,0,w/d in unit,attached garage,ca,2,574.5,800.0,5,6
SF bay area,3400,apartment,1064,2,2.0,1,1,0,0,1,0,w/d in unit,carport,ca,2,532.0,1700.0,5,4
SF bay area,4221,apartment,1192,2,2.0,1,1,0,1,1,0,w/d in unit,attached garage,ca,2,596.0,2110.5,5,6
SF bay area,2280,apartment,817,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,408.5,1140.0,2,4
SF bay area,3760,apartment,1100,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,550.0,1880.0,5,4
SF bay area,2400,condo,798,2,1.0,0,0,0,0,0,0,laundry in bldg,attached garage,ca,2,399.0,1200.0,3,6
SF bay area,2950,loft,1270,1,1.5,0,1,0,0,0,0,w/d in unit,attached garage,ca,1,1270.0,2950.0,5,6
SF bay area,2543,apartment,706,1,1.0,1,1,0,1,1,0,w/d in unit,attached garage,ca,1,706.0,2543.0,5,6
SF bay area,3500,apartment,980,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,490.0,1750.0,5,4
SF bay area,2911,apartment,829,2,2.0,0,1,0,0,1,0,w/d in unit,attached garage,ca,2,414.5,1455.5,5,6
SF bay area,8995,condo,1500,3,2.0,1,1,0,0,0,0,w/d in unit,attached garage,ca,3,500.0,2998.3333333333335,5,6
SF bay area,5395,apartment,1000,1,1.0,1,0,0,0,0,0,laundry in bldg,attached garage,ca,1,1000.0,5395.0,3,6
SF bay area,5395,apartment,1000,1,1.0,1,0,0,0,0,0,laundry in bldg,attached garage,ca,1,1000.0,5395.0,3,6
SF bay area,4995,apartment,1040,1,1.0,1,0,0,0,0,0,laundry in bldg,attached garage,ca,1,1040.0,4995.0,3,6
SF bay area,8795,apartment,1900,3,3.0,1,1,0,0,0,0,w/d in unit,attached garage,ca,3,633.3333333333334,2931.6666666666665,5,6
SF bay area,5495,apartment,1300,1,1.0,1,0,0,0,0,0,w/d in unit,attached garage,ca,1,1300.0,5495.0,5,6
SF bay area,5495,apartment,1000,1,1.0,1,0,0,0,1,0,laundry in bldg,attached garage,ca,1,1000.0,5495.0,3,6
SF bay area,2829,apartment,900,2,1.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,450.0,1414.5,5,4
SF bay area,2323,apartment,1175,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,587.5,1161.5,5,4
SF bay area,2200,condo,800,2,1.0,0,0,1,0,0,0,laundry on site,carport,ca,2,400.0,1100.0,2,4
SF bay area,2906,townhouse,1253,2,2.5,1,1,1,0,0,0,w/d in unit,attached garage,ca,2,626.5,1453.0,5,6
SF bay area,4334,apartment,1484,2,2.0,1,1,0,1,1,0,w/d in unit,detached garage,ca,2,742.0,2167.0,5,5
SF bay area,3900,house,2000,4,2.5,0,0,1,0,0,0,w/d in unit,attached garage,ca,4,500.0,975.0,5,6
SF bay area,3850,house,1750,5,3.0,1,1,0,0,0,0,w/d hookups,attached garage,ca,5,350.0,770.0,4,6
SF bay area,3550,house,1790,3,3.0,0,0,1,0,0,0,w/d in unit,attached garage,ca,3,596.6666666666666,1183.3333333333333,5,6
SF bay area,2800,house,1552,2,1.0,1,1,1,0,0,0,w/d hookups,detached garage,ca,2,776.0,1400.0,4,5
SF bay area,2860,apartment,722,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage,ca,1,722.0,2860.0,5,6
